This is the amount a player must pay to S.W.A.T. another players account.  Subsequent SWATs of the same player are also increased by this amount each time.,"Это сумма, которую игрок должен заплатить S.W.A.T. аккаунт другого игрока. Последующие спецназы того же игрока также увеличиваются на эту сумму каждый раз.",
This is the amount a player must pay to upgrade their bank passwords hashing algorithm,"Это сумма, которую игрок должен заплатить, чтобы обновить алгоритм хэширования своих банковских паролей.",
This is the amount awarded for capturing the flag.,"Это сумма, присуждаемая за захват флага.",
This is the amount awarded for completion of the box.,"Это сумма, присужденная за заполнение коробки.",
This is the amount of money a team is paid per-bot on every interval.  The interval must be set in the .cfg file manually,"Это сумма денег, которую команда получает за каждого бота за каждый интервал. Интервал должен быть установлен в файле .cfg вручную",
This is the box the flag is located on.,"Это коробка, на которой находится флаг.",
This is the description,Это описание,
This is the maximum number of players displayed on the MVP list (default 10) with a score > 0.,"Это максимальное количество игроков, отображаемых в списке MVP (по умолчанию 10) со счетом> 0.",
This is the message displayed to the user once the box is completed.,"Это сообщение, отображаемое пользователю после заполнения окна.",
This is the message displayed to the user once the flag is captured.,Это сообщение отображается пользователю после захвата флага.,
This is the name that will appear in the upper left corner,"Это имя, которое появится в верхнем левом углу",
This is the the limit of characters allowed for a pastebin post.,"Это предел символов, разрешенных для поста вставки.",
This is what you want the flag to be displayed as.  Leave blank to be named automatically by order #.,"Это то, что вы хотите, чтобы флаг отображался как. Оставьте пустым, чтобы имя автоматически указывалось по номеру заказа.",
This selection determines the method by which dynamic scoring is applied.,Этот выбор определяет метод применения динамического скоринга.,
This selection determines the method by which the scoreboard is primarily ranked.,Этот выбор определяет метод ранжирования табло.,
This selection determines the visibility of the scoreboard menu and pages.,Этот выбор определяет видимость меню и страниц табло.,
"This will also delete associated IP addresses, boxes, and flags.","Это также приведет к удалению связанных IP-адресов, полей и флагов.",
"This will also delete associated IP addresses, hints, and flags.","Это также приведет к удалению связанных IP-адресов, подсказок и флагов.",
This will also delete boxes and flags associated with this level.,"Это также удалит поля и флаги, связанные с этим уровнем.",
This will delete the player and the associated user account!,Это удалит игрока и связанную учетную запись пользователя!,
This will delete the team and any associated user accounts!,Это удалит команду и все связанные учетные записи пользователей!,
Threshold,порог,
Time,Время,
"Time to create a botnet. By uploading a small bot program to target machines, you can be periodically rewarded for each bot in your botnet; the larger the botnet the larger the reward.","Время создать ботнет. Загружая небольшую бот-программу на целевые машины, вы можете периодически получать вознаграждение за каждого бота в вашей бот-сети; чем больше ботнет, тем больше награда.",
to Add,добавить,
to Add or Subtract,сложить или вычесть,
"To restore this RTB instance, you may also need the contents under the files directory, to include the rootthebox.cfg.","Чтобы восстановить этот экземпляр RTB, вам также может понадобиться содержимое в каталоге files, чтобы включить rootthebox.cfg.",
Token,знак,
Token Value,Значение токена,
Tools,инструменты,
Tools & Upgrades,Инструменты и обновления,
Total Cash Stolen,Всего украдено,
Total Users,Всего пользователей
Total Teams,Всего команд
Total Boxes,Всего ящиков
Type,Тип,
Unknown,неизвестный,
Unlock,отпереть,
Unlock Cost,Стоимость разблокировки,
Unlock Level,Уровень разблокировки,
Unlocks,Отпирает,
Unlocks after,Разблокирует после,
Unlocks for,Разблокирует для,
Unlocks at,Разблокируется на
Update Bank Password,Обновить пароль банка,
Update Configuration,Обновить конфигурацию,
Update Password,Обновить пароль,
Update RootTheBox,Обновление RootTheBox,
Upgrade Purchased,Обновление куплено,
Upgrade to,Обновитесь до,
Upload,Загрузить,
Upload Avatar,Загрузить аватар,
Upload Avatar File,Загрузить файл аватара,
Upload Files,Загрузить файлы,
Used,Используемый,
Used to secure your (in-game) bank account.,Используется для защиты вашего (внутриигрового) банковского счета.,
User Handle,Дескриптор пользователя,
User Management,Управление пользователями,
Users / Teams,Пользователи / Команды,
Value,Значение,
View,Посмотреть,
View Box,Окно просмотра,
View Details,Посмотреть детали,
Visible,видимый,
Visible to Players,Видно игрокам,
Waiting for the game to start‚Ä¶,В ожидании начала игры…,
Wall of Sheep,Стена овец,
WARNING,ПРЕДУПРЕЖДЕНИЕ,
Welcome,желанный,
Welcome to the computer war game where security professionals can practice and learn.,"Добро пожаловать в компьютерную военную игру, где специалисты по безопасности могут практиковаться и учиться",
Welcome to the Scene,Добро пожаловать на сцену,
What is the name of this box?,Как называется эта коробка?,
"What is your Corporation Name?  If you do not plan to use Corporations, just create one with no name.","Как называется ваша корпорация? Если вы не планируете использовать корпорации, просто создайте без названия.",
What is your motto?,Какой у тебя девиз?,
What is your teams motto?,Какой девиз вашей команды?,
What type of system is this?,Что это за система?,
Whats the difficulty of the box?,В чем сложность коробки?,
When banking is disabled,Когда банкинг отключен,
"When to start applying the penalty.  For example, you may want the first incorrect attempt to be free, but penalize subsequent attempts.","Когда начинать применять штраф Например, вы можете захотеть, чтобы первая неправильная попытка была бесплатной, но оштрафовать последующие попытки.",
"When to stop applying the penalty.  For example, you may want to only penalize a certain total of the flags value and allow any further attempts to be free, thus allowing all flags to have some value.","Когда прекратить применять штраф. Например, вы можете захотеть оштрафовать только определенную сумму от значения флагов и разрешить любые дальнейшие попытки быть свободными, таким образом позволяя всем флагам иметь некоторое значение.",
when using banking.,при использовании банковского дела.,
Windows,Windows,
With contributions from,С взносами от,
XML File,XML-файл,
Yes,да,
You are not on a team,Вы не в команде,
You do not have access to this level yet.,У вас еще нет доступа к этому уровню.,
You do not own this upgrade.,Вы не являетесь владельцем этого обновления.,
You have not submitted any bribes yet.,Вы еще не предоставили взятки.,
"Your email, visible to game administrators.","Ваш электронный адрес, видимый для администраторов игр.",
"Your handle must be 3-16 alphanumeric characters.  Underscore, dash, and dots allowed.","Ваш дескриптор должен состоять из 3-16 буквенно-цифровых символов. Подчеркивание, тире и точки разрешены.",
"Your name, visible to game administrators.  Your name can be 3-64 alphanumeric characters","Ваше имя, видимое для администраторов игр. Ваше имя может состоять из 3-64 буквенно-цифровых символов",
"Password Reset",Восстановление пароля
"Forgot Password",Забыли пароль
"Request Password Reset",Запросить сброс пароля
"Update Email",Обновить электронную почту
"Please check your email for account validation","Пожалуйста, проверьте свою электронную почту для подтверждения учетной записи"
Validate Email,Подтвердить адрес электронной почты
"Enabling this feature will require validation of email before the user can access the game.  If this option is disabled, email will not be verified.","Для включения этой функции потребуется проверка электронной почты, прежде чем пользователь сможет получить доступ к игре. Если эта опция отключена, электронная почта не будет проверяться."
Note: Mail settings must be defined.,Примечание. Необходимо указать настройки почты.
Validation,Проверка
